SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
8,20,661,395,1737,1555,10.16,##########kd000032,2362_1
16,34,1202,256,2425,1890,16.84,##########kd000032,2362_12
5,21,950,543,2064,1773,13.515,##########kd000032,2362_21
17,37,1013,526,2755,1966,14.271,##########kd000032,2363_3
9,23,962,0,1702,1125,11.087,##########kd000032,2363_9
4,23,544,378,1263,1452,9.603,##########kd000032,2363_22
6,69,1248,445,2446,2069,18.67,##########kd000102,2364_2
11,80,1416,1519,4331,1894,20.72,##########kd000102,2364_3
7,70,1174,390,2788,1548,15.594,##########kd000102,2364_10
20,91,1526,1312,4931,1677,20.847,##########kd000102,2365_1
12,38,851,259,1826,1005,12.083,##########kd000102,2365_9
4,25,414,0,686,787,6.733,##########kd000102,2365_10
7,31,721,423,1599,1072,10.634,##########kd000102,2365_16
2,19,408,218,842,778,6.158,##########kd000102,2365_17
2,11,488,98,1110,505,6.828,##########kd000032,2366_4
9,21,860,0,1344,1286,11.719,##########kd000032,2366_7
14,15,952,92,2142,1552,12.883,##########kd000032,2366_23
4,16,637,79,788,1315,11.752,##########kd000032,2366_28
13,9,1021,441,2894,2078,15.292,##########kd000032,2367_20
5,23,893,135,2210,1174,11.046,##########kd000032,2368_4
5,3,538,75,1194,693,6.571,##########kd000032,2368_14
2,2,543,62,1141,1135,7.947,##########kd000032,2368_15
0,5,346,265,555,1033,7.36,##########kd000032,2369_2
1,6,301,0,0,1197,5.862,##########kd000032,2369_3
4,12,513,207,1191,748,6.857,##########kd000032,2369_10
5,14,504,200,1139,1085,8.38,##########kd000032,2369_11
2,0,527,177,971,955,7.946,##########kd000032,2369_24
5,8,521,504,1406,639,6.978,##########kd000032,2370_1
9,19,483,0,788,391,5.514,##########kd000032,2370_2
0,1,255,232,652,697,5.289,##########kd000032,2370_14
8,42,917,322,1615,1041,13.499,##########kd000032,2370_15
5,23,442,204,740,712,7.281,##########kd000032,2370_20
21,43,620,308,1047,1373,11.481,##########kd000032,2370_24
26,36,872,154,1410,1274,12.194,##########kd000038,2371_8
26,32,790,596,2005,695,9.787,##########kd000038,2371_22
16,16,554,0,1913,534,7.326,##########kd000038,2371_23
15,23,740,421,1620,1111,12.091,##########kd000038,2372_7
20,18,464,79,1094,721,7.081,##########kd000038,2372_8
2,0,255,0,934,604,5.289,##########kd000038,2372_16
22,28,866,962,2917,1384,15.921,##########kd000038,2372_17
9,24,849,201,1871,1215,10.47,##########kd000032,2373_4
11,19,950,338,2379,1038,11.964,##########kd000032,2373_13
3,18,568,143,992,1285,8.692,##########kd000032,2373_19
8,45,1128,69,2251,1637,13.948,##########kd000032,2374_6
3,8,305,477,1073,849,5.735,##########kd000032,2374_20
3,4,229,139,941,921,5.242,##########kd000032,2375_6
13,13,984,291,2576,1286,11.555,##########kd000032,2375_16
6,24,1003,183,2257,2097,14.468,##########kd000032,2376_3
0,2,340,439,1664,759,6.27,##########kd000032,2377_4
2,7,411,310,1812,892,6.368,##########kd000032,2377_5
4,5,435,265,1596,1329,7.922,##########kd000032,2377_6
40,57,1274,480,3176,2131,19.868,##########kd000038,2378_3
28,36,1002,892,2478,1050,13.507,##########kd000038,2378_12
11,26,598,341,1420,773,9.506,##########kd000038,2379_9
14,34,627,578,1738,844,9.064,##########kd000038,2379_10
17,37,604,218,1068,1148,10.144,##########kd000038,2379_11
18,43,1162,240,1969,1592,15.869,##########kd000038,2379_18
5,8,206,84,391,651,5.061,##########kd000038,2379_24
6,20,925,399,2433,1116,10.607,##########kd000032,2380_2
10,18,810,171,1274,1169,9.596,##########kd000032,2381_4
6,13,1141,228,3063,1194,12.942,##########kd000032,2381_9
9,29,672,145,1934,1467,9.736,##########kd000032,2382_2
6,9,668,245,1550,1170,10.064,##########kd000032,2382_11
6,19,954,427,2350,1765,14.242,##########kd000032,2382_18
6,11,530,77,1041,1255,7.924,##########kd000032,2383_5
1,15,516,68,1191,620,6.485,##########kd000032,2383_21
4,9,744,123,1288,1280,11.335,##########kd000032,2384_4
14,30,1144,301,3138,1449,13.972,##########kd000032,2384_18
6,2,353,138,693,560,5.361,0,2385_2
18,50,569,375,1502,767,8.371,0,2385_15
39,56,999,319,1949,1582,13.525,0,2385_16
2,2,272,63,315,3197,19.503,##########kd000063,2386_11
0,3,81,0,0,1513,10.043,##########kd000063,2386_12
0,0,51,0,0,2871,12.729,##########kd000042,2387_2
9,11,227,66,323,1618,10.318,##########kd000042,2387_12
3,8,208,0,266,2870,15.635,##########kd000042,2387_14
19,26,235,113,1136,3072,17.697,##########kd000042,2388_2
2,14,340,67,566,2011,14.661,##########kd000042,2388_4
15,13,211,0,360,2463,15.524,##########kd000042,2388_5
13,8,228,352,929,1118,9.175,##########kd000042,2388_8
1,9,334,0,160,3780,23.53,##########kd000042,2388_9
3,2,245,98,186,2821,17.254,##########kd000063,2389_13
16,29,172,0,336,1122,9.152,##########kd000063,2389_15
3,0,198,0,404,3587,17.279,##########kd000042,2390_3
0,2,92,0,0,1197,5.384,##########kd000042,2390_4
2,6,330,65,1036,4401,24.174,##########kd000042,2390_15
0,2,377,0,155,2693,17.198,##########kd000042,2390_20
8,7,203,376,977,4641,21.663,##########kd000042,2391_2
7,21,557,76,982,1624,16.034,##########kd000042,2391_7
17,41,366,0,757,2164,17.266,##########kd000042,2391_8
0,1,190,0,0,3545,22.769,##########kd000042,2391_12
4,14,163,0,67,939,7.776,##########kd000042,2391_13
3,1,204,0,134,3060,19.666,##########kd000042,2392_8
22,66,507,204,1229,1858,18.168,##########kd000042,2392_9
4,7,200,0,117,4644,22.017,##########kd000042,2393_15
3,13,244,0,392,1959,10.75,##########kd000013,2394_5
0,1,406,0,186,3443,20.713,##########kd000013,2394_9
4,7,341,187,1043,3608,21.043,##########kd000013,2394_13
3,6,251,112,295,1464,10.625,##########kd000013,2394_18
0,0,19,0,0,2017,10.371,##########kd000013,2394_19
5,20,262,130,617,1032,8.426,##########kd000013,2394_20
3,5,210,0,141,2000,11.309,##########kd000042,2395_6
2,4,269,81,266,3572,22.056,##########kd000042,2395_10
7,11,111,0,226,1185,8.548,##########kd000042,2395_11
8,8,176,0,447,1227,7.396,##########kd000042,2396_2
14,13,191,470,1008,3738,18.071,##########kd000042,2396_3
2,15,319,87,409,2881,18.702,##########kd000042,2397_8
6,33,261,135,639,1497,11.857,##########kd000042,2397_9
1,0,183,89,332,817,7.025,##########kd000004,2399_14
27,30,349,376,2085,3104,17.188,##########kd000042,2400_2
1,6,292,0,174,2130,14.799,##########kd000042,2400_7
0,0,6,0,0,1437,7.555,##########kd000042,2400_8
3,9,137,66,580,1047,7.714,##########kd000042,2400_9
7,19,318,429,935,1635,10.967,##########kd000042,2400_12
10,15,233,383,1358,3166,17.91,##########kd000042,2400_13
7,6,219,153,515,1905,10.38,##########kd000042,2401_3
5,17,212,596,1510,2228,12.349,##########kd000042,2401_6
11,10,221,74,517,1871,10.475,##########kd000042,2402_2
8,14,154,876,1780,3232,16.207,##########kd000042,2402_3
2,11,276,337,751,1711,11.039,##########kd000042,2402_7
0,7,226,0,432,3011,15.968,##########kd000042,2402_8
2,4,253,100,242,1389,10.56,##########kd000042,2402_11
7,12,233,78,423,1837,9.818,##########kd000042,2403_1
10,20,266,1658,2255,2937,16.589,##########kd000042,2403_2
2,4,256,140,509,1460,11.19,##########kd000042,2403_13
0,0,322,0,523,2353,14.413,##########kd000049,2405_7
6,3,197,67,629,1769,12.044,##########kd000049,2405_8
4,5,123,452,910,1998,9.653,##########kd000042,2406_2
0,3,94,0,0,2622,14.466,##########kd000042,2407_9
4,17,157,0,347,1594,11.544,##########kd000042,2407_11
13,13,268,1001,1747,4672,22.169,##########kd000042,2408_3
7,12,190,78,511,1764,9.223,##########kd000042,2409_1
11,20,265,338,1096,3355,15.775,##########kd000042,2409_2
1,3,273,0,206,3726,22.834,##########kd000042,2409_10
0,0,90,0,0,1765,9.239,##########kd000026,2410_4
14,18,249,71,468,1631,14.133,##########kd000026,2410_14
0,6,328,0,271,2714,17.617,##########kd000042,2411_3
13,25,156,0,441,1127,8.229,##########kd000042,2411_5
4,5,130,0,343,3136,14.843,##########kd000063,2412_5
3,13,365,142,990,2819,17.539,##########kd000063,2412_21
0,4,279,0,727,3349,19.339,##########kd000063,2412_25
11,8,298,82,478,4204,22.277,##########kd000042,2413_2
3,6,281,0,238,1966,13.781,##########kd000042,2413_7
0,0,6,0,0,2404,14.193,##########kd000042,2413_8
5,33,691,0,926,3668,23.646,##########kd000042,2413_12
9,5,215,145,435,1794,9.75,##########kd000042,2414_2
5,6,153,106,568,2972,14.581,##########kd000042,2414_4
5,17,157,61,404,1138,8.356,##########kd000042,2414_10
1,0,238,0,137,1718,12.193,##########kd000042,2414_16
6,21,280,0,317,2820,18.61,##########kd000042,2414_17
0,4,235,0,0,3002,14.542,0,2415_7
1,3,323,106,356,2894,18.779,0,2415_10
0,0,32,0,0,2038,12.37,##########kd000016,2416_5
11,45,741,149,1141,1529,14.926,##########kd000016,2416_9
0,0,210,0,278,2382,14.325,##########kd000016,2416_15
0,0,46,0,0,1461,9.912,##########kd000043,2417_4
9,14,562,102,905,1577,14.414,##########kd000043,2417_10
0,0,33,0,0,2109,12.879,##########kd000016,2418_8
1,3,106,0,90,1340,8.883,##########kd000016,2418_14
0,0,27,0,0,2269,14.097,##########kd000016,2419_5
13,33,616,0,1088,1640,14.628,##########kd000016,2419_8
5,2,356,466,864,1199,8.673,##########kd000016,2419_9
1,2,188,0,310,2015,11.765,##########kd000016,2419_13
0,0,67,0,0,2360,14.402,##########kd000016,2420_6
11,31,549,0,513,1516,10.315,##########kd000016,2420_11
0,0,121,0,0,1441,8.152,##########kd000016,2420_14
0,3,253,0,140,2891,17.974,##########kd000016,2421_3
24,46,725,510,1931,1694,13.626,##########kd000016,2421_6
0,1,95,0,109,1291,9.044,##########kd000016,2421_8
16,57,767,159,1000,1653,15.798,##########kd000068,2423_7
15,50,776,217,1016,1282,13.926,##########kd000068,2423_8
0,5,140,521,744,3129,18.617,##########kd000068,2424_5
5,27,499,214,770,1479,13.119,##########kd000068,2424_8
3,27,520,88,873,1971,14.773,##########kd000068,2424_10
0,0,41,0,0,2323,14.461,##########kd000016,2425_4
4,24,597,255,1002,1729,14.145,##########kd000016,2425_9
0,6,412,0,233,2288,17.681,##########kd000016,2426_3
0,0,97,0,0,1878,12.781,##########kd000016,2426_4
0,0,13,0,0,1512,9.978,##########kd000016,2426_5
3,19,437,223,692,1502,11.402,##########kd000016,2426_11
1,15,420,149,571,1902,12.261,##########kd000016,2426_13
0,2,255,0,123,2599,14.478,##########kd000016,2426_15
1,4,316,0,154,2739,17.269,##########kd000016,2427_2
0,2,87,0,0,1624,12.001,##########kd000016,2427_3
0,0,15,0,0,2229,12.873,##########kd000016,2427_4
0,10,462,316,898,1904,13.105,##########kd000016,2427_8
1,17,509,134,1027,3197,21.927,##########kd000067,2428_3
0,4,96,267,330,3957,23.599,##########kd000067,2428_4
4,27,438,0,643,1593,11.922,##########kd000067,2428_8
0,0,215,0,108,3482,21.539,##########kd000016,2429_4
0,2,219,0,81,3057,18.389,##########kd000016,2430_6
0,0,42,0,0,831,6.477,##########kd000016,2430_8
0,0,12,0,0,2201,13.303,##########kd000016,2430_9
7,23,465,0,651,1594,12.531,##########kd000016,2430_13
1,5,205,89,212,3083,17.016,##########kd000016,2430_20
0,3,219,0,139,527,5.055,##########kd000016,2431_4
0,0,57,0,0,1356,10.156,##########kd000016,2431_5
0,0,58,159,206,2234,14.366,##########kd000016,2431_6
6,19,406,62,443,1409,10.02,##########kd000016,2431_11
2,3,222,660,929,3005,18.241,##########kd000016,2431_13
1,3,335,0,406,2171,12.905,##########kd000016,2431_14
0,5,271,0,319,1301,10.379,##########kd000016,2432_6
0,5,234,0,0,2887,19.621,##########kd000016,2432_7
0,1,106,0,0,2702,16.717,##########kd000016,2432_8
0,0,169,0,83,2984,17.258,##########kd000016,2432_16
7,25,554,0,682,1410,13.232,##########kd000043,2433_4
0,0,139,0,97,2804,17.09,##########kd000016,2434_7
3,6,366,95,525,1237,8.314,##########kd000016,2434_14
0,1,200,0,156,3710,20.86,##########kd000016,2434_17
0,0,48,0,0,1630,9.366,##########kd000016,2435_5
2,12,257,0,245,1781,11.53,##########kd000016,2435_6
11,31,626,221,1132,1475,13.243,##########kd000016,2435_9
2,5,180,2812,4019,250,5.151,0,2436_1
0,3,61,0,0,1214,8.655,##########kd000016,2437_4
2,7,348,137,592,2561,15.49,##########kd000016,2437_7
0,1,255,0,149,3733,24.17,##########kd000016,2438_8
0,0,6,0,0,2277,14.093,##########kd000016,2438_10
9,17,455,75,728,1585,12.668,##########kd000016,2438_14
6,20,518,178,656,1871,13.317,##########kd000016,2438_16
0,0,194,0,0,2101,11.651,##########kd000016,2438_18
0,0,240,0,70,1983,11.738,##########kd000016,2439_4
0,1,273,141,446,1990,12.338,##########kd000016,2439_15
0,0,73,0,0,2292,15.479,##########kd000016,2440_10
4,11,611,69,779,1862,13.037,##########kd000016,2440_14
0,0,35,0,0,775,5.071,##########kd000016,2440_16
1,0,308,0,541,1788,11.133,##########kd000016,2440_17
0,0,17,0,0,2472,12.896,##########kd000067,2441_6
13,35,579,197,1205,1225,11.544,##########kd000067,2441_12
2,5,118,76,255,1857,9.768,##########kd000067,2441_15
1,1,42,0,158,840,5.261,##########kd000016,2442_8
14,42,694,363,1507,1481,12.746,##########kd000016,2442_11
0,0,36,0,0,1495,9.159,##########kd000016,2442_13
2,1,73,0,482,1209,6.163,##########kd000016,2442_14
0,0,159,0,153,2115,14.151,##########kd000016,2443_2
0,4,96,0,0,2364,16.103,##########kd000016,2443_3
0,0,0,0,0,1256,9.135,##########kd000016,2443_4
4,20,568,393,750,1817,12.733,##########kd000016,2443_11
2,0,194,0,218,1464,11.117,##########kd000016,2443_15
0,0,53,0,66,1264,9.169,##########kd000016,2444_8
2,26,699,538,1351,1472,14.852,##########kd000016,2444_13
0,4,25,0,0,930,6.5,0,2445_6
0,0,23,0,0,1376,9.324,0,2445_7
1,13,560,0,107,2438,17.93,0,2445_14
0,3,419,161,309,3191,22.602,##########kd000078,2446_2
5,11,266,1038,2080,3532,21.625,##########kd000078,2446_7
0,3,295,0,210,1840,14.925,##########kd000078,2446_9
0,8,358,64,593,3283,21.483,##########kd000078,2446_10
2,2,390,0,212,3309,22.078,##########kd000064,2447_4
1,8,189,0,146,2913,15.553,##########kd000064,2447_5
3,5,180,459,966,1611,10.453,##########kd000064,2447_8
0,5,243,187,545,477,6.334,##########kd000064,2447_10
0,6,261,249,601,3578,21.586,##########kd000064,2448_9
4,1,165,0,397,1212,8.325,0,2449_1
0,9,278,101,598,1815,14.619,0,2449_3
0,2,435,82,1244,3027,22.959,0,2449_4
3,3,241,802,1589,1272,9.035,0,2449_8
0,1,15,0,0,1327,5.495,##########kd000098,2450_2
3,4,223,238,1034,2376,12.157,##########kd000098,2450_3
5,10,347,258,1014,2116,13.448,##########kd000098,2450_8
1,7,480,0,103,1176,11.472,##########kd000020,2451_7
0,0,43,0,0,1515,7.175,##########kd000020,2453_4
0,1,207,78,250,2084,13.018,##########kd000020,2453_12
0,5,96,0,0,3633,18.063,##########kd000020,2453_13
5,18,284,464,1693,3488,21.961,##########kd000051,2454_3
3,0,174,0,121,2873,20.391,##########kd000051,2454_12
5,5,219,0,415,3375,20.32,##########kd000020,2455_1
0,0,0,0,0,1482,6.964,##########kd000020,2456_6
2,14,348,294,714,787,8.474,##########kd000020,2456_9
3,8,214,0,341,3611,18.399,##########kd000064,2461_3
2,2,238,0,161,2558,17.945,##########kd000064,2461_10
3,18,267,0,294,3781,21.791,##########kd000064,2461_11
0,2,224,0,0,1067,8.73,##########kd000064,2462_6
0,4,144,0,108,4140,22.82,##########kd000064,2462_7
6,15,149,0,322,3626,18.921,##########kd000064,2463_4
0,0,63,0,0,2170,10.76,##########kd000098,2464_2
1,0,240,208,856,3792,17.848,##########kd000098,2464_3
0,4,323,137,294,2793,17.519,##########kd000098,2464_11
1,11,62,0,280,3605,16.234,##########kd000098,2464_12
2,7,144,283,510,1860,9.871,##########kd000064,2466_6
2,4,161,153,324,597,6.302,##########kd000064,2466_11
0,0,108,0,0,2684,18.063,##########kd000064,2467_2
0,2,154,432,585,2871,17.108,##########kd000064,2467_3
0,4,224,0,223,844,7.53,##########kd000064,2468_2
1,0,182,65,243,914,7.407,##########kd000064,2468_8
0,0,83,0,96,2952,12.357,##########kd000064,2468_11
2,1,224,69,408,913,7.286,0,2469_1
1,4,432,92,282,3092,23.167,0,2469_9
0,10,140,0,203,2806,15.635,0,2469_10
5,15,196,0,288,3737,17.715,##########kd000064,2470_3
0,1,181,0,0,1513,10.465,##########kd000064,2470_7
0,0,21,0,0,1347,7.752,##########kd000064,2470_8
0,2,44,0,153,1912,9.03,##########kd000064,2470_9
0,3,263,0,328,1718,13.194,##########kd000064,2471_8
2,7,196,0,294,3303,15.703,##########kd000064,2471_9
9,19,309,69,738,3503,20.921,##########kd000064,2472_3
0,18,510,0,335,1292,12.891,##########kd000064,2472_8
0,1,225,0,174,2839,18.914,##########kd000064,2474_11
0,7,239,104,308,3632,22.105,0,2475_1
5,8,322,0,991,1076,9.198,##########kd000030,2476_7
3,10,330,0,540,602,6.326,##########kd000030,2476_8
1,8,357,0,257,1062,9.172,##########kd000030,2476_11
6,12,590,0,618,1399,13.021,##########kd000030,2477_11
1,4,365,394,729,2098,14.154,##########kd000030,2477_17
2,0,76,0,167,2975,15.049,##########kd000067,2478_4
6,26,326,0,274,1616,10.919,##########kd000067,2478_7
1,3,275,90,449,2961,16.308,##########kd000067,2478_9
0,5,120,84,181,1926,11.723,##########kd000030,2479_4
4,17,423,0,663,1818,14.537,##########kd000030,2479_7
17,31,540,156,1268,1016,9.827,##########kd000030,2480_10
10,18,455,191,1184,818,9.06,##########kd000030,2481_10
0,4,201,0,155,3484,18.49,##########kd000067,2483_3
0,4,59,0,0,1385,8.59,##########kd000067,2483_4
0,0,0,0,0,1351,7.775,##########kd000067,2483_5
0,1,39,0,0,1607,6.84,##########kd000067,2483_6
11,22,455,74,646,1504,10.974,##########kd000067,2483_9
4,9,439,0,557,1451,10.673,##########kd000030,2484_4
0,12,554,168,628,1647,14.865,##########kd000030,2484_5
11,19,649,166,1462,1587,16.5,##########kd000030,2485_11
7,14,468,0,715,1105,10.058,##########kd000030,2485_15
0,0,271,0,71,1925,13.524,##########kd000099,2488_4
6,9,593,248,788,1820,14.799,##########kd000099,2488_7
3,14,621,0,625,1807,14.657,##########kd000099,2488_8
1,2,143,0,0,4197,24.299,##########kd000067,2489_3
0,1,24,0,0,2874,13.846,##########kd000067,2489_5
17,17,452,151,881,1824,12.212,##########kd000067,2489_7
6,16,441,459,957,3754,21.176,##########kd000067,2489_14
20,8,510,250,1428,963,9.085,##########kd000030,2490_10
4,26,699,348,1665,1674,17.684,##########kd000030,2491_11
1,0,385,0,268,2848,16.418,##########kd000030,2491_16
9,23,460,196,1217,951,9.235,##########kd000030,2492_11
1,10,231,0,367,2624,15.522,##########kd000030,2493_8
0,0,195,0,64,3145,16.236,##########kd000067,2494_2
0,0,36,0,0,1521,8.289,##########kd000067,2494_4
0,0,63,0,72,3187,13.531,##########kd000067,2494_6
3,12,410,103,854,2964,16.497,##########kd000067,2494_10
19,9,395,71,984,690,7.828,##########kd000030,2495_11
1,2,87,0,387,1325,9.265,##########kd000030,2495_12
0,0,268,0,96,3730,23.062,##########kd000030,2496_3
2,1,178,352,636,4119,23.783,##########kd000030,2496_4
10,26,726,200,1828,1627,17.277,##########kd000030,2498_5
1,8,295,0,272,864,6.55,##########kd000030,2498_8
16,13,497,161,1042,976,9.26,##########kd000030,2499_10
0,1,94,425,527,1200,5.794,##########kd000030,2499_12
5,6,351,0,410,3188,18.191,##########kd000030,2499_13
5,5,275,0,373,948,5.942,##########kd000030,2500_14
0,1,429,0,196,2801,18.183,##########kd000030,2500_17
0,8,464,0,903,2589,18.672,##########kd000030,2501_2
0,0,175,385,461,3950,24.699,##########kd000030,2501_3
2,6,331,0,331,1150,9.745,##########kd000030,2501_10
23,16,311,337,1277,1658,10.198,##########kd000067,2502_3
12,21,436,0,644,1661,11.5,##########kd000067,2502_4
8,11,203,0,441,815,5.458,##########kd000067,2502_8
0,0,96,0,0,2859,13.554,##########kd000067,2502_10
0,0,173,0,139,2996,18.56,##########kd000030,2503_2
0,2,162,0,0,1036,7.929,##########kd000030,2504_4
16,7,435,72,1077,868,9.258,0,2505_11
5,6,158,856,1410,1377,8.727,##########kd000008,2506_4
1,0,203,300,558,1528,10.792,##########kd000008,2506_6
3,20,269,0,108,582,5.703,##########kd000008,2506_9
4,25,280,0,0,534,5.757,##########kd000008,2507_5
3,23,264,0,307,699,5.346,##########kd000008,2507_7
0,1,226,235,607,3605,22.934,##########kd000008,2507_14
0,20,202,0,0,1700,12.038,##########kd000008,2507_15
8,26,341,0,223,477,6.876,##########kd000008,2507_17
1,20,254,0,181,652,5.269,##########kd000004,2508_2
3,21,283,0,226,487,5.342,##########kd000004,2508_8
0,15,359,0,717,2585,18.741,##########kd000004,2508_10
2,10,453,0,417,2800,19.522,##########kd000004,2509_7
3,62,735,343,1139,2351,21.978,##########kd000004,2509_10
3,6,291,0,186,1581,14.399,##########kd000008,2511_4
8,23,282,0,301,785,8.905,##########kd000008,2511_5
0,36,375,0,245,467,6.507,##########kd000004,2512_13
1,36,314,0,0,564,5.952,##########kd000004,2512_14
1,34,350,0,290,587,7.333,##########kd000004,2513_3
1,2,192,89,328,633,5.934,##########kd000004,2513_11
0,0,66,0,0,2012,12.142,##########kd000004,2513_12
4,22,314,0,187,516,6.946,##########kd000008,2514_8
1,1,340,148,350,3600,24.558,##########kd000008,2515_13
1,28,299,0,113,1737,13.048,##########kd000008,2515_14
2,21,221,0,80,710,6.402,##########kd000008,2515_15
